Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
643,80,RL,13860,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,Gd,TA,CBlock,1952,GasA,Gd,Y,2000,704,0,2704,1,0,2,1,4,1,Ex,9,Typ,3,TA,2,538,Y,269,111,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,Normal,345000
644,60,RL,10793,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,TA,TA,CBlock,780,GasA,Ex,Y,780,840,0,1620,0,0,2,1,4,1,TA,7,Min1,0,NA,2,462,Y,208,0,0,0,0,0,NA,GdWo,NA,0,4,2007,WD,Normal,152000
645,20,FV,9187,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Ex,TA,PConc,1766,GasA,Ex,Y,1766,0,0,1766,1,0,2,1,2,1,Ex,7,Typ,1,Gd,3,478,Y,195,130,0,0,0,0,NA,NA,NA,0,10,2009,New,Partial,370878
646,20,RL,10530,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,981,GasA,TA,Y,981,0,0,981,1,0,1,1,3,1,TA,5,Typ,0,NA,2,576,Y,0,312,40,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,143250
647,20,RL,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,GasA,Gd,Y,1048,0,0,1048,0,0,1,0,3,1,TA,7,Min1,0,NA,2,420,Y,0,27,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,98300
648,20,RL,10452,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1094,GasA,Ex,Y,1094,0,0,1094,0,0,1,0,3,1,TA,5,Typ,2,Gd,2,495,Y,0,0,0,0,287,0,NA,NA,NA,0,6,2008,WD,Normal,155000
649,60,RL,7700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,756,GasA,TA,Y,1051,788,0,1839,0,0,1,1,4,1,TA,7,Typ,1,TA,2,442,Y,0,124,216,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,155000
650,180,RM,1936,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,630,GasA,Gd,Y,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,NA,0,0,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,12,2007,WD,Normal,84500
651,60,FV,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,813,GasA,Ex,Y,822,843,0,1665,0,0,2,1,3,1,Gd,7,Typ,0,NA,2,562,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,205950
652,70,RL,9084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,755,GasA,TA,Y,755,755,0,1510,1,0,1,0,4,1,TA,7,Typ,1,Gd,1,296,P,120,0,0,0,0,0,NA,MnPrv,NA,0,10,2009,WD,Normal,108000
653,60,RL,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,880,GasA,Ex,Y,909,807,0,1716,0,0,2,1,2,1,Gd,7,Typ,1,TA,2,512,Y,0,120,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,191000
654,50,RM,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,756,GasA,Ex,Y,756,713,0,1469,0,0,1,0,3,1,TA,7,Typ,0,NA,1,216,Y,57,0,239,0,0,0,NA,MnPrv,NA,0,6,2008,WD,Normal,135000
655,20,RL,10437,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,Gd,Gd,PConc,2109,GasA,Ex,Y,2113,0,0,2113,1,0,2,1,2,1,Gd,7,Typ,1,TA,3,839,Y,236,46,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,350000
656,160,RM,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,TA,TA,CBlock,525,GasA,TA,Y,525,567,0,1092,0,0,1,1,3,1,TA,6,Typ,0,NA,1,264,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD,Family,88000
657,20,RL,10007,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,1053,GasA,Ex,Y,1053,0,0,1053,1,0,1,1,3,1,Gd,5,Typ,0,NA,1,312,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,8,2008,WD,Normal,145500
658,70,RL,7200,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,TA,Fa,BrkTil,776,GasA,TA,Y,851,651,0,1502,0,0,1,1,3,1,TA,6,Typ,1,Gd,1,270,P,0,0,112,0,0,0,NA,MnPrv,NA,0,2,2008,WD,Normal,149000
659,50,RL,17503,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,912,GasA,TA,Y,912,546,0,1458,0,1,1,0,3,1,TA,6,Typ,1,Gd,1,330,Y,192,0,0,0,0,0,NA,NA,NA,0,1,2010,WD,Abnorml,97500
660,20,RL,9937,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,TA,Gd,PConc,1486,GasA,Ex,Y,1486,0,0,1486,1,0,1,0,3,1,TA,7,Typ,0,NA,2,480,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,3,2009,WD,Normal,167000
661,60,RL,12384,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,793,GasA,TA,Y,1142,793,0,1935,0,0,2,1,3,1,TA,7,Typ,1,TA,2,550,Y,0,113,252,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,197900
662,60,RL,46589,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1629,GasA,Ex,Y,1686,762,0,2448,1,0,2,1,4,1,Gd,8,Typ,1,TA,3,711,Y,517,76,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,402000
663,20,RL,13560,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1392,GasA,Gd,Y,1392,0,0,1392,1,0,1,0,2,1,TA,5,Maj2,2,TA,2,576,Y,0,0,240,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,110000
664,85,RL,10012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1138,GasA,TA,Y,1181,0,0,1181,1,0,2,0,3,1,TA,6,Typ,0,NA,2,588,Y,0,0,180,0,0,0,NA,MnPrv,NA,0,4,2008,WD,Normal,137500
665,20,RL,20896,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,2077,GasA,Ex,Y,2097,0,0,2097,1,0,1,1,1,1,Ex,8,Typ,1,Ex,3,1134,Y,192,267,0,0,0,0,NA,NA,NA,0,1,2006,New,Partial,423000
666,60,RL,11194,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1406,GasA,Ex,Y,1454,482,0,1936,0,0,2,1,3,1,Gd,7,Typ,1,TA,2,504,Y,188,124,0,0,0,0,NA,NA,NA,0,11,2006,WD,Normal,230500
667,60,RL,18450,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,TA,Gd,CBlock,1021,GasA,TA,Y,1465,915,0,2380,0,0,2,1,3,1,TA,7,Sev,1,Po,2,596,Y,0,265,0,0,0,0,NA,NA,NA,0,8,2007,WD,Abnorml,129000
668,20,RL,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,1408,GasA,Ex,Y,1679,0,0,1679,1,0,2,0,3,1,Gd,7,Typ,1,Fa,2,575,Y,224,42,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,193500
669,20,RL,14175,Pave,NA,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,TA,TA,CBlock,1188,GasA,Gd,Y,1437,0,0,1437,1,0,1,1,3,1,TA,6,Min2,1,TA,2,576,Y,304,0,0,0,0,0,NA,NA,NA,0,11,2006,WD,Normal,168000
670,30,RL,11600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,700,GasA,Ex,Y,1180,0,0,1180,0,0,1,0,2,1,Fa,5,Typ,1,Gd,1,252,Y,0,0,67,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,137500
671,60,RL,8633,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,738,GasA,Ex,Y,738,738,0,1476,1,0,2,1,3,1,Gd,7,Typ,0,NA,2,540,Y,100,35,0,0,0,0,NA,NA,NA,0,2,2009,WD,Normal,173500
672,70,RH,6629,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,672,GasA,TA,N,697,672,0,1369,1,0,2,0,3,1,TA,6,Typ,0,NA,1,300,Y,147,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,103600
673,20,RL,11250,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,Gd,TA,CBlock,1208,GasA,TA,Y,1208,0,0,1208,1,0,1,1,3,1,TA,6,Typ,1,TA,2,546,Y,198,42,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,165000
674,20,RL,14442,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,TA,TA,PConc,1477,GasA,Ex,Y,1839,0,0,1839,1,0,2,0,3,1,Gd,7,Typ,2,TA,2,416,Y,0,87,0,0,200,0,NA,NA,NA,0,6,2007,WD,Normal,257500
675,20,RL,9200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1136,GasA,TA,Y,1136,0,0,1136,1,0,1,0,3,1,TA,5,Typ,1,Gd,1,384,Y,426,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,140000
676,160,RL,2289,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,855,GasA,TA,Y,855,586,0,1441,0,0,2,1,3,1,TA,7,Typ,1,TA,2,440,Y,28,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,148500
677,70,RM,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,TA,TA,BrkTil,1095,GasW,Fa,N,1095,679,0,1774,1,0,2,0,4,2,TA,8,Min2,0,NA,3,779,N,0,0,90,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,87000
678,30,RL,9022,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,BrkTil,768,GasA,Ex,Y,792,0,0,792,0,0,1,0,2,1,Gd,5,Typ,0,NA,1,240,N,316,0,120,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,109500
679,20,RL,11844,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,2046,GasA,Ex,Y,2046,0,0,2046,0,0,2,1,3,1,Gd,7,Typ,1,Gd,3,834,Y,322,82,0,0,0,0,NA,NA,NA,0,7,2009,New,Partial,372500
680,20,RL,9945,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,988,GasA,TA,Y,988,0,0,988,1,0,1,0,3,1,TA,5,Typ,0,NA,2,572,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,128500
681,120,RL,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,923,GasA,TA,Y,923,0,0,923,0,0,2,0,2,1,TA,5,Typ,1,TA,1,264,Y,80,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,143000
682,50,RH,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,TA,TA,BrkTil,793,GasA,Ex,Y,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,0,NA,1,281,Y,0,0,56,0,0,0,NA,NA,NA,0,7,2009,WD,Abnorml,159434
683,120,RL,2887,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,1291,GasA,Ex,Y,1291,0,0,1291,1,0,1,0,2,1,Gd,6,Typ,1,Gd,2,431,Y,307,0,0,0,0,0,NA,NA,NA,0,11,2008,WD,Normal,173000
684,20,RL,11248,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1626,GasA,Ex,Y,1668,0,0,1668,1,0,2,0,3,1,Gd,7,Typ,1,TA,3,702,Y,257,45,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,285000
685,60,RL,16770,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1195,GasA,Gd,Y,1195,644,0,1839,0,0,2,1,4,1,TA,7,Typ,0,NA,2,486,Y,0,81,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,221000
686,160,RL,5062,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,1190,GasA,Gd,Y,1190,900,0,2090,1,0,2,0,3,1,Gd,6,Min1,1,TA,2,577,Y,219,0,0,0,0,0,NA,NA,NA,0,9,2007,WD,Normal,207500
687,60,FV,10207,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,874,GasA,Ex,Y,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,NA,2,578,Y,144,105,0,0,0,0,NA,NA,NA,0,8,2007,New,Partial,227875
688,160,FV,5105,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,551,GasA,Ex,Y,551,551,0,1102,0,0,2,1,2,1,Gd,4,Typ,0,NA,2,480,Y,0,60,0,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,148800
689,20,RL,8089,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,1419,GasA,Ex,Y,1419,0,0,1419,1,0,2,0,2,1,Gd,7,Typ,1,Gd,2,567,Y,140,0,0,0,0,0,NA,NA,NA,0,10,2007,New,Partial,392000
690,120,RL,7577,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1362,GasA,Ex,Y,1362,0,0,1362,0,0,2,0,2,1,Gd,6,Typ,1,Gd,2,460,Y,192,28,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,194700
691,120,RM,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,848,GasA,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,TA,2,420,Y,149,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,141000
692,60,RL,21535,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,Ex,TA,PConc,2444,GasA,Ex,Y,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,Typ,2,Ex,3,832,Y,382,50,0,0,0,0,NA,NA,NA,0,1,2007,WD,Normal,755000
693,60,RL,26178,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,1210,GasA,Ex,Y,1238,1281,0,2519,1,0,2,1,4,1,Gd,9,Typ,2,Gd,2,628,Y,320,27,0,0,0,0,NA,NA,NA,0,4,2006,WD,Normal,335000
694,30,RL,5400,Pave,NA,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,1073,GasA,Ex,Y,1073,0,0,1073,0,0,1,0,2,1,TA,4,Typ,0,NA,1,326,Y,0,0,112,0,0,0,NA,NA,NA,0,12,2006,WD,Abnorml,108480
695,50,RM,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,BrkTil,927,GasA,TA,Y,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,NA,2,576,Y,112,0,0,0,0,0,NA,MnPrv,NA,0,4,2009,WD,Normal,141500
696,20,RL,13811,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1112,GasA,Gd,Y,1137,0,0,1137,1,0,2,0,2,1,Gd,5,Typ,1,TA,2,551,Y,125,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,176000
697,30,RM,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,CBlock,616,GasA,Gd,Y,616,0,0,616,0,0,1,0,2,1,TA,4,Typ,0,NA,1,205,Y,0,0,129,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,89000
698,20,RL,6420,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,980,GasA,Fa,Y,1148,0,0,1148,0,1,1,0,2,1,TA,6,Typ,0,NA,1,308,Y,0,0,0,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,123500
699,20,RL,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,894,GasA,Ex,Y,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Gd,1,336,Y,416,144,0,0,0,0,NA,MnPrv,NA,0,4,2010,WD,Normal,138500
700,120,FV,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,1391,GasA,Ex,Y,1391,0,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,NA,2,530,Y,156,158,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,196000
701,20,RL,14331,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1800,GasA,Ex,Y,1800,0,0,1800,1,0,2,0,3,1,Gd,7,Typ,1,Gd,3,765,Y,270,78,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,312500
702,20,RL,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1164,GasA,TA,Y,1164,0,0,1164,0,0,1,1,3,1,TA,6,Typ,0,NA,2,528,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,COD,Normal,140000
703,60,RL,12438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,1234,GasA,Ex,Y,1264,1312,0,2576,0,0,2,1,4,1,Ex,10,Typ,1,Gd,3,666,Y,324,100,0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,361919
704,190,RM,7630,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,360,GasA,Gd,Y,1032,780,0,1812,0,0,2,0,4,2,Gd,8,Typ,1,Po,2,672,N,344,0,40,0,0,0,NA,MnPrv,NA,0,5,2010,WD,Normal,140000
705,20,RL,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1473,GasA,Ex,Y,1484,0,0,1484,1,0,2,0,3,1,Gd,7,Typ,0,NA,2,606,Y,0,35,0,144,0,0,NA,NA,NA,0,5,2010,WD,Normal,213000
706,190,RM,5600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,Fa,Fa,Slab,0,GasA,Fa,N,372,720,0,1092,0,0,2,0,3,2,Fa,7,Mod,0,NA,0,0,N,0,0,0,0,0,0,NA,NA,Othr,3500,7,2010,WD,Normal,55000
707,20,RL,115149,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1643,GasA,TA,Y,1824,0,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,TA,2,739,Y,380,48,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,302000
708,120,RL,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,1324,GasA,Ex,Y,1324,0,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,Gd,2,550,Y,192,38,0,0,0,0,NA,NA,NA,0,12,2009,WD,Normal,254000
709,60,RL,9018,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,728,GasA,Ex,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,2,400,Y,100,24,0,0,0,0,NA,NA,NA,0,7,2007,New,Partial,179540
